iter	F1	Logloss
390	0.6696378259	0.5977221883
391	0.6701927999	0.5977030817
392	0.6706570488	0.5976268579
393	0.6701027409	0.5975851585
394	0.6704528012	0.5975374452
395	0.6707027986	0.5975026759
396	0.6705557261	0.5975017953
397	0.6694675001	0.597482929
398	0.6691724185	0.5974683046
399	0.6688208442	0.5974427952
400	0.6690371991	0.5974173379
401	0.6691515918	0.597380455
402	0.6694583554	0.5973146091
403	0.6692638917	0.597276146
404	0.6697039502	0.5971920351
405	0.6694103383	0.5971242328
406	0.6696366088	0.5970943787
407	0.6695794648	0.5970084759
408	0.6694777814	0.5969734513
409	0.6695349314	0.5969637516
410	0.6696035242	0.5969380819
411	0.6699655325	0.5969150647
412	0.6699769644	0.5969016769
413	0.6698068128	0.5968990673
414	0.6701813653	0.5968443405
415	0.6697051945	0.5968269947
416	0.6693542877	0.5968140366
417	0.6706799229	0.5967418982
418	0.6710786655	0.5967006025
419	0.6700583877	0.5966023909
420	0.6703887722	0.5965762842
421	0.670118419	0.596551747
422	0.670583413	0.5965292983
423	0.6700052985	0.5964920716
424	0.6700052985	0.5964920141
425	0.6695637297	0.5964645445
426	0.6703475154	0.5964054609
427	0.6699621983	0.5963677298
428	0.6697470651	0.5963102609
429	0.6693598083	0.5962944209
430	0.6691546547	0.5962843521
431	0.6691546547	0.5962751773
432	0.6692463103	0.596255851
433	0.6697712642	0.5962234154
434	0.6697024686	0.5961955734
435	0.6696222249	0.5961915009
436	0.6696451497	0.5961770516
437	0.6700107856	0.596147018
438	0.6694652434	0.5961027682
439	0.6698744842	0.5960896868
440	0.6699493913	0.5960237336
441	0.6700997417	0.5959962717
442	0.6698502353	0.5959876323
443	0.6700653505	0.5959259142
444	0.6701914686	0.5959109029
445	0.6704621224	0.5958978612
446	0.6702129479	0.5958898827
447	0.6706127895	0.5958408153
448	0.6704881847	0.595824503
449	0.6708044798	0.5957288778
450	0.6709995211	0.5956759799
451	0.6709862719	0.5956390417
452	0.6705210222	0.5956079886
453	0.6707602839	0.5955771397
454	0.6703734752	0.5955480886
455	0.6706799836	0.5955020529
456	0.6705669027	0.5954699457
457	0.6705898454	0.5954466435
458	0.6707700725	0.5954318861
459	0.6708406035	0.5953925864
460	0.6707832304	0.5953344375
461	0.6707947043	0.5953312749
462	0.6710109977	0.595317937
463	0.6711717106	0.5952930859
464	0.6710242634	0.5952684478
465	0.6711124791	0.5952323991
466	0.6710109977	0.5952226792
467	0.6713611814	0.595208147
468	0.6710780542	0.5951995408
469	0.6710780542	0.5951957115
470	0.670704582	0.5951634081
471	0.6715123737	0.595132481
472	0.6710357455	0.5950887141
473	0.6708193579	0.5950569198
474	0.6710357455	0.5950547179
475	0.6710701941	0.59504664
476	0.671659656	0.5950339734
477	0.6712502138	0.5950198735
478	0.6705914567	0.5949812509
479	0.6703765218	0.5949553501
480	0.6703765218	0.5949258686
481	0.6700121602	0.594914539
482	0.6700236358	0.5948899958
483	0.6699905765	0.5948397844
484	0.6696934912	0.5948142126
485	0.6698987546	0.5948041857
486	0.6698872786	0.5947465589
487	0.6693642411	0.5947300405
488	0.6698095418	0.5947164897
489	0.6696156088	0.5946922959
490	0.6704010141	0.5946679783
491	0.6702632345	0.5946403291
492	0.6703091547	0.5946317562
493	0.6699345285	0.5946058871
494	0.6696156088	0.5945819155
495	0.6697176942	0.5945243968
496	0.6697852945	0.5944964737
497	0.6697508653	0.5944550264
498	0.6696717799	0.5944216952
499	0.6696717799	0.5944142479
500	0.6705487429	0.5943767112
501	0.6701053894	0.594354573
502	0.6698426843	0.5943247626
503	0.6697176942	0.5942921491
504	0.6697636149	0.5942637893
505	0.6696844993	0.5942318222
506	0.6696156088	0.5941824592
507	0.6697062151	0.5941397594
508	0.6696258719	0.5941332275
509	0.6695570217	0.5941185298
510	0.6698197272	0.5940939899
511	0.6697164396	0.5940787367
512	0.6695684957	0.5940626768
513	0.6691013837	0.5940394242
514	0.6693516598	0.5940030111
515	0.6694767143	0.5939689025
516	0.6692953883	0.5939250567
517	0.6696832579	0.5939058588
518	0.6696832579	0.5939006303
519	0.6697176942	0.5938836649
520	0.6697406538	0.5938711549
521	0.6697406538	0.5938652545
522	0.6697291738	0.5938558444
523	0.6697406538	0.5938496282
524	0.6697967717	0.5938390908
525	0.6698541635	0.593827783
526	0.669591445	0.5938129982
527	0.6696143959	0.5938100928
528	0.6696717799	0.5937999722
529	0.6696373483	0.5937882365
530	0.669591445	0.5937854203
531	0.6695122996	0.5937695087
532	0.6694216293	0.5937421768
533	0.669102386	0.5937331877
534	0.669136819	0.5937290906
535	0.6691597763	0.593721751
536	0.6693423896	0.5936689586
537	0.6692171765	0.5936558566
538	0.6692516213	0.5936418258
539	0.6693205216	0.5935929128
540	0.6694572154	0.593571635
541	0.6692860697	0.5935387509
542	0.6694227635	0.5935182274
543	0.6695823686	0.5934997677
544	0.669547918	0.5934820628
545	0.6694916708	0.5934524
546	0.6695031567	0.5934496764
547	0.6693894361	0.5934410453
548	0.6693779494	0.5934308779
549	0.6693205216	0.5933613807
550	0.6693090373	0.5933301298
551	0.6693434915	0.593301419
552	0.6694238987	0.5932686537
553	0.6695146431	0.5932422591
554	0.6694227635	0.5932262593
555	0.6693205216	0.5932108448
556	0.6692067415	0.5931764951
557	0.6695950583	0.5931646382
558	0.6695950583	0.593161106
559	0.6696295279	0.593153771
560	0.6693790665	0.5931429682
561	0.6695043251	0.5931273594
562	0.6693445944	0.593112995
563	0.669229713	0.5930959634
564	0.669229713	0.593070858
565	0.6692182271	0.5930482425
566	0.6694675469	0.5929848629
567	0.6694675469	0.5929697678
568	0.6693871952	0.5929275655
569	0.670036497	0.5929107359
570	0.6702517554	0.5928756523
571	0.6702058431	0.5928667041
572	0.6702976741	0.5928330584
573	0.6701613732	0.5928078813
574	0.6701613732	0.5927916413
575	0.6698771229	0.5927731954
576	0.6698886033	0.5927665216
577	0.6697852945	0.5927621665
578	0.6698987546	0.592753627
579	0.6694893464	0.5927404348
580	0.6698426843	0.5927336048
581	0.6695352545	0.5927300602
582	0.6693871952	0.5927062838
583	0.6697623413	0.5926630115
584	0.6695570217	0.5926356891
585	0.6695799702	0.592621816
586	0.669591445	0.5926156193
587	0.669775096	0.5925932997
588	0.669775096	0.5925843347
589	0.6694331081	0.5925588454
590	0.6688288288	0.5925358802
591	0.6703895303	0.5924884298
592	0.6703895303	0.5924640886
593	0.6700709414	0.5924509549
594	0.670458439	0.5924388994
595	0.6703780469	0.5924282137
596	0.6701269336	0.5924191663
597	0.6698312056	0.5923976544
598	0.6698426843	0.5923951583
599	0.6698312056	0.5923885089
600	0.6699689766	0.5923521103
601	0.6700263979	0.5923432879
602	0.6695122996	0.5923281087
603	0.6694778703	0.5923207588
604	0.6696385707	0.5922960098
605	0.6696500523	0.5922836822
606	0.6701068043	0.592251923
607	0.6699358733	0.59223598
608	0.6699588477	0.5922219665
609	0.6699358733	0.5922121067
610	0.6698108354	0.5922031964
611	0.6698567876	0.5922025491
612	0.6697546749	0.5921817602
613	0.6697661651	0.592178037
614	0.6698351149	0.5921706263
615	0.6698466079	0.5921704403
616	0.6698466079	0.5921360564
617	0.6698466079	0.5921346164
618	0.6698351149	0.5921346008
619	0.6699487109	0.592122239
620	0.6699372191	0.5920942098
621	0.6698452989	0.5920907295
622	0.6698912559	0.5920760711
623	0.6695835693	0.5920643695
624	0.6696410186	0.59203315
625	0.6695158162	0.592000386
626	0.6696307486	0.5919914448
627	0.669435387	0.5919784201
628	0.6695605923	0.5919728338
629	0.6696742542	0.5919700719
630	0.6696742542	0.5919642589
631	0.6695605923	0.5919487912
632	0.6694928345	0.5919336063
633	0.6697789373	0.5919228733
634	0.669790433	0.5919141427
635	0.6697674419	0.5918978768
636	0.6696767326	0.5918884317
637	0.6696767326	0.5918881069
638	0.6694146744	0.5918836476
639	0.6694261718	0.5918817372
640	0.669175387	0.5918527065
641	0.6692548184	0.5918235084
642	0.6690154158	0.5918075484
643	0.669048928	0.5918001219
644	0.6691973411	0.5917679955
645	0.6691973411	0.5917668776
646	0.6692997218	0.5917379645
647	0.6693112153	0.5917214081
648	0.6693227092	0.5917186746
649	0.6690144474	0.5916901073
650	0.6692882287	0.5916706
651	0.6694595151	0.5916226914
652	0.6694710094	0.5916100279
653	0.6692882287	0.5916080394
654	0.6699730569	0.5916029113
655	0.6699615596	0.5915988831
656	0.6699730569	0.5915955592
657	0.6699385661	0.5915835272
658	0.6698249228	0.5915694588
659	0.6696882296	0.591564359
660	0.6695158162	0.5915414322
661	0.6693331045	0.5915366908
662	0.6693560847	0.5915088113
663	0.6698351149	0.5914848747
664	0.6698006382	0.59148241
665	0.6700061758	0.591470822
666	0.6699602031	0.5914659458
667	0.669879766	0.5914508015
668	0.6697661651	0.5914354275
669	0.6698236223	0.5914140214
670	0.6692192785	0.5913839703
671	0.669276736	0.5913760208
672	0.6693112153	0.5913734052
673	0.6691733196	0.5913484737
674	0.6691962983	0.5913358865
675	0.6691962983	0.5913301723
676	0.6698134258	0.5913241057
677	0.6699054126	0.5913144514
678	0.6695054945	0.591307056
679	0.6695756743	0.5912708143
680	0.6689579324	0.5912608807
681	0.6689579324	0.5912580751
682	0.6694158076	0.5912208695
683	0.6692558859	0.5912153083
684	0.6692558859	0.5912106075
685	0.6692443849	0.5911928981
686	0.6692558859	0.5911925069
687	0.6692098842	0.5911844715
688	0.6692558859	0.5911569816
689	0.6692903913	0.5911507307
690	0.6693249003	0.5911450996
691	0.6689703784	0.5911429986
692	0.6692788891	0.5911356439
693	0.6690739021	0.5910929037
694	0.6690969118	0.5910833337
695	0.6691429358	0.5910788416
696	0.668891718	0.5910615989
697	0.6690403702	0.5910517742
698	0.6690403702	0.5910463923
699	0.6690518784	0.5910384075
700	0.6690633869	0.5910274366
701	0.66892531	0.5910232693
702	0.6690739021	0.5909944192
703	0.6692903913	0.5909617291
704	0.6692443849	0.5909388167
705	0.6693583026	0.5909371031
706	0.6690269137	0.590905746
707	0.6692098842	0.5909038978
708	0.668741296	0.5908861489
709	0.6687527939	0.5908841137
710	0.6690278876	0.5908732987
711	0.6686616448	0.590868639
712	0.6689368142	0.5908342625
713	0.66892531	0.5908302878
714	0.6693950545	0.5908054422
715	0.6694065654	0.5907998703
716	0.6694295885	0.5907842898
717	0.6691900076	0.5907754375
718	0.6693040696	0.5907739419
719	0.6691900076	0.5907712461
720	0.6689386898	0.5907578085
721	0.6692015209	0.5907562177
722	0.6689377516	0.5907463649
723	0.6688120601	0.5907302539
724	0.6687890417	0.590722368
725	0.6689607708	0.5907182254
726	0.668949261	0.5907140954
727	0.6691669821	0.5907036439
728	0.6699669967	0.5906876155
729	0.6699324499	0.5906836477
730	0.6697047342	0.5906759526
731	0.669487153	0.5906654732
732	0.6691784946	0.5906622014
733	0.6691784946	0.5906479695
734	0.6698301355	0.5906116263
735	0.6696701861	0.5905976456
736	0.6696701861	0.5905963434
737	0.6696817017	0.590586939
738	0.6694883177	0.5905638091
739	0.6694883177	0.5905622051
740	0.6693166761	0.5905544619
741	0.6691680149	0.5905470457
742	0.6692821254	0.5905361428
743	0.6692821254	0.5905330771
744	0.6692245488	0.5905124111
745	0.6690874047	0.590507739
746	0.668927176	0.5904932757
747	0.6687668922	0.5904862353
748	0.6689847489	0.5904833051
749	0.6683893196	0.5904762809
750	0.668251835	0.5904615148
751	0.6682403212	0.5904568946
752	0.668251835	0.5904504364
753	0.6682633492	0.5904467971
754	0.6682748639	0.5904365376
755	0.6683669952	0.5904324344
756	0.6681949017	0.590414637
757	0.6684123484	0.5904045505
758	0.6684130705	0.5903961215
759	0.6685505548	0.5903720911
760	0.6685159979	0.5903654681
761	0.6680227547	0.5903598573
762	0.6681148926	0.5903517505
763	0.6680688205	0.5903291926
764	0.6680918557	0.590315429
765	0.6677934531	0.5902813255
766	0.6677363145	0.5902529797
767	0.6676445718	0.5902349541
768	0.6676906615	0.5902210967
769	0.6678284876	0.5902104816
770	0.667725233	0.5902036544
771	0.6677021849	0.5902027362
772	0.6676676158	0.5901963877
773	0.6676791385	0.5901821177
774	0.6677598081	0.5901761204
775	0.6677137088	0.5901711533
776	0.6677598081	0.5901694139
777	0.6678745837	0.5901575643
778	0.667943211	0.5901540909
779	0.667943211	0.5901451597
780	0.6680123527	0.5901421776
781	0.6680123527	0.5901398356
782	0.6678284876	0.5901326024
783	0.6676906615	0.5901185569
784	0.6675643017	0.5901045417
785	0.6677828601	0.5900803789
786	0.6677137088	0.5900690748
787	0.6679783232	0.5900572915
788	0.6675643017	0.590048937
789	0.6675066885	0.59002112
790	0.6673226647	0.5900203987
791	0.6677478348	0.5900041223
792	0.6677021849	0.5899907532
793	0.6677137088	0.5899784022
794	0.6681731151	0.5899738476
795	0.6681846409	0.5899702406
796	0.6679322127	0.5899562271
797	0.6684375755	0.5899508586
798	0.6679206861	0.5899330768
799	0.6677598081	0.5899256601
800	0.6679437398	0.5899212483
801	0.668150679	0.5899055849
802	0.6679322127	0.5899019652
803	0.6679322127	0.5898900269
804	0.667966795	0.5898695587
805	0.6677482826	0.5898448991
806	0.6677713339	0.5898418972
807	0.6677828601	0.5898301467
808	0.6675873498	0.5898290665
809	0.6678635548	0.5898219301
810	0.6678750842	0.589820434
811	0.6678981442	0.5898187218
812	0.6679327371	0.5898146332
813	0.6678635548	0.5898019612
814	0.6678981442	0.5897770002
815	0.6678174411	0.5897567824
816	0.6679558011	0.5897317643
817	0.6679096747	0.589722673
818	0.6679327371	0.5897128752
819	0.6679212057	0.5897105961
820	0.667886614	0.5897029217
821	0.6682089707	0.5896793998
822	0.6681858988	0.5896761724
823	0.6681858988	0.5896761353
824	0.6679788667	0.5896459253
825	0.6682089707	0.5896226652
826	0.6681858988	0.5896219862
827	0.6680705631	0.5896113557
828	0.6681166926	0.5896087887
829	0.6681743634	0.5895968066
830	0.6681397597	0.5895877006
831	0.668278196	0.5895747432
832	0.668289735	0.589556213
833	0.668289735	0.5895462998
834	0.6683243542	0.5895446125
835	0.668289735	0.5895270373
836	0.668312814	0.5895152264
837	0.6683474357	0.5895058436
838	0.6683474357	0.5895017901
839	0.6683243542	0.5895010036
840	0.6683705188	0.5894809507
841	0.6684282334	0.5894674115
842	0.6684282334	0.589466936
843	0.6683936034	0.5894547214
844	0.668577546	0.5894358709
845	0.6685890905	0.5894154647
846	0.6685660019	0.5894111243
847	0.6685660019	0.5893871043
848	0.668577546	0.5893749344
849	0.6685660019	0.5893675324
850	0.668577546	0.5893595739
851	0.668462867	0.5893543264
852	0.6684166897	0.5893499505
853	0.6683936034	0.5893448609
854	0.6685544582	0.5893337098
855	0.6685660019	0.5893318793
856	0.6685544582	0.589327851
857	0.6684736633	0.5892980957
858	0.668312814	0.5892795795
859	0.6683820609	0.5892736437
860	0.6683936034	0.5892684136
861	0.6683705188	0.5892566653
862	0.668358977	0.5892528652
863	0.6685544582	0.5892425095
864	0.6687268019	0.5892398454
865	0.6685544582	0.5892319283
866	0.6686006354	0.5892244394
867	0.6684397776	0.5892201711
868	0.6684859581	0.5892181609
869	0.6684859581	0.5892164919
870	0.6686468191	0.5892135173
871	0.6685198294	0.5891901787
872	0.6685198294	0.5891875121
873	0.6685082873	0.5891857273
874	0.6685198294	0.5891799929
875	0.6681634486	0.5891754504
876	0.6681519092	0.5891722024
877	0.6681634486	0.5891626224
878	0.6681172935	0.5891502139
879	0.6682551193	0.5891487064
880	0.6684621228	0.5891450674
881	0.6689097089	0.5891150494
882	0.6688981676	0.5890997696
883	0.6688635462	0.5890935673
