iter	F1	Logloss
884	0.6688635462	0.5890878471
885	0.6691165054	0.5890646536
886	0.6684044261	0.5890603181
887	0.6684044261	0.589043366
888	0.6687259487	0.5890146897
889	0.6687259487	0.5890096422
890	0.6687259487	0.5890048903
891	0.669311713	0.5889965122
892	0.6687490293	0.5889869947
893	0.6687721115	0.5889835761
894	0.6687951953	0.5889807434
895	0.6687951953	0.5889658043
896	0.6689443352	0.5889495835
897	0.6689443352	0.5889485957
898	0.6691511387	0.5889339102
899	0.6691742296	0.5889253304
900	0.669323259	0.5889219399
901	0.6689212506	0.5889127343
902	0.669311713	0.5889067979
903	0.669311713	0.5889063673
904	0.6692886221	0.5889015184
905	0.6689327927	0.5888968243
906	0.668955878	0.5888915805
907	0.668955878	0.5888915764
908	0.6690020535	0.5888802061
909	0.6694491394	0.5888707107
910	0.6694375938	0.5888654216
911	0.6691280494	0.5888373222
912	0.6689905091	0.5888297396
913	0.6690597819	0.5888257862
914	0.668955878	0.5888147919
915	0.6691395939	0.5888085922
916	0.6689212506	0.5887947084
917	0.6687605702	0.5887935438
918	0.6691857757	0.5887877527
919	0.6691857757	0.5887838733
920	0.6688529117	0.5887564401
921	0.6687268019	0.5887418919
922	0.6689337315	0.588730074
923	0.6691175202	0.5887094332
924	0.6691511387	0.5886834927
925	0.6691280494	0.588679391
926	0.6692424451	0.5886667083
927	0.6692309019	0.5886634036
928	0.6692539888	0.5886508361
929	0.669323259	0.5886465961
930	0.6693001673	0.5886373238
931	0.6693001673	0.5886367516
932	0.6693001673	0.5886252409
933	0.6695184214	0.5886194071
934	0.6695184214	0.5886175793
935	0.6694837786	0.5886142298
936	0.6695299698	0.5886019162
937	0.6695184214	0.5885988398
938	0.6695184214	0.5885907515
939	0.6695530678	0.5885769718
940	0.6695761674	0.5885733373
941	0.6696108198	0.5885657013
942	0.6697943977	0.5885608143
943	0.6696685817	0.5885597347
944	0.6696801353	0.5885503951
945	0.6698290584	0.5885438193
946	0.6698290584	0.5885434708
947	0.6697032436	0.588520765
948	0.6696454757	0.5885130141
949	0.6695196024	0.5885032691
950	0.6695080496	0.588502028
951	0.6695311556	0.5885002163
952	0.6691868193	0.5884846772
953	0.6692099221	0.5884722434
954	0.6694052263	0.5884685393
955	0.6694052263	0.5884644352
956	0.6694052263	0.5884642016
957	0.6695542632	0.5884516729
958	0.6693590142	0.5884388902
959	0.6693359105	0.5884249574
960	0.6693590142	0.5884142371
961	0.6690944236	0.5884080544
962	0.6690944236	0.5884050137
963	0.6691175202	0.5884030084
964	0.6691406183	0.5883935299
965	0.669129069	0.5883923134
966	0.6687729839	0.5883846612
967	0.6691175202	0.5883524156
968	0.6692781584	0.5883475203
969	0.669289708	0.5883380843
970	0.6693128085	0.5883225635
971	0.6690376714	0.5883098892
972	0.668979923	0.5882970262
973	0.6689914719	0.5882956421
974	0.6690492222	0.5882907876
975	0.668979923	0.5882833443
976	0.6689568265	0.5882764881
977	0.6687383468	0.5882642198
978	0.6687614378	0.5882577753
979	0.6687152574	0.588246501
980	0.6686229157	0.5882250752
981	0.6686229157	0.5882207079
982	0.6686113748	0.5882157835
983	0.6686229157	0.5882134294
984	0.6686459988	0.5882093081
985	0.6686229157	0.5882055019
986	0.6688529117	0.5881950987
987	0.6688644562	0.5881921194
988	0.6687605702	0.5881548614
989	0.6687028697	0.5881523451
990	0.6687028697	0.5881484216
991	0.6689674213	0.5881336441
992	0.6688750863	0.5881100156
993	0.6689097089	0.5881058824
994	0.6689212506	0.5881050188
995	0.6689212506	0.5881030021
996	0.6689212506	0.5880998237
997	0.6689443352	0.5880929747
998	0.668955878	0.588074854
999	0.6691742296	0.5880650569
